,ACCLASS,AG_DRIV,ALCOHOL,AUTOMOBILE,CYCLIST,DATE,DISABILITY,EMERG_VEH,HOOD_ID,HOUR,INITDIR,INVAGE,LIGHT,LOCCOORD,MANOEUVER,MOTORCYCLE,PASSENGER,PEDESTRIAN,RDSFCOND,REDLIGHT,ROAD_CLASS,SPEEDING,TRAFFCTL,TRSN_CITY_VEH,TRUCK,VISIBILITY
9628,0,1,0,0,0,7,0,0,72,18,1,3,4,3,2,1,0,0,8,0,5,1,1,0,0,5
9629,1,1,0,1,0,7,0,0,14,15,1,2,4,3,2,1,0,0,0,0,4,0,2,0,0,0
9630,1,1,0,1,0,7,0,0,14,15,3,7,4,3,13,1,0,0,0,0,4,0,2,0,0,0
9633,0,1,0,1,0,4,0,0,82,16,0,3,4,3,2,0,0,0,8,0,4,1,2,0,0,5
9635,0,1,0,1,0,4,0,0,82,16,1,2,4,3,13,0,0,0,8,0,4,1,2,0,0,5
9637,0,1,0,1,0,4,0,0,53,18,3,4,4,4,13,0,0,0,8,0,5,1,1,0,0,0
9639,1,1,0,1,0,4,0,0,24,20,1,5,1,4,2,0,0,1,8,0,4,1,1,0,0,5
9642,0,1,0,1,1,4,0,0,116,21,3,7,1,3,13,0,1,0,8,0,4,0,2,0,0,0
9645,0,1,0,1,1,4,0,0,116,21,0,2,1,3,2,0,1,0,8,0,4,0,2,0,0,0
9649,0,0,0,1,0,4,0,0,16,11,0,7,4,3,2,0,1,1,0,0,4,0,2,0,0,0
9651,1,1,1,1,1,4,0,0,126,18,2,6,6,3,2,0,1,0,0,1,4,1,2,0,0,0
9652,1,1,1,1,1,4,0,0,126,18,2,13,6,3,2,0,1,0,0,1,4,1,2,0,0,0
9655,1,1,1,1,1,4,0,0,126,18,1,2,6,3,12,0,1,0,0,1,4,1,2,0,0,0
9656,1,1,1,1,1,4,0,0,126,18,0,7,6,3,2,0,1,0,0,1,4,1,2,0,0,0
9657,1,1,1,1,1,4,0,0,126,18,2,3,6,3,2,0,1,0,0,1,4,1,2,0,0,0
9659,1,1,1,1,1,4,0,0,126,18,2,3,6,3,2,0,1,0,0,1,4,1,2,0,0,0
9661,1,0,0,1,0,4,1,0,103,9,0,9,4,3,2,0,1,0,0,0,4,0,2,0,0,0
9663,1,0,0,0,0,4,0,0,39,14,1,5,4,3,2,0,0,1,0,0,4,0,2,0,1,0
9666,0,1,0,1,0,4,0,0,30,16,1,4,4,3,14,0,0,1,0,0,4,0,2,0,0,0
9668,0,0,0,1,0,4,0,0,62,17,1,8,4,3,13,0,0,1,0,0,3,0,2,0,0,0
9671,0,1,0,1,0,4,0,0,90,15,2,5,4,4,13,1,0,0,0,0,0,0,1,0,0,0
9672,0,1,0,1,0,4,0,0,90,15,3,8,4,4,2,1,0,0,0,0,0,0,1,0,0,0
9673,0,0,0,1,1,4,0,0,111,18,2,8,4,3,2,0,0,0,0,0,4,0,2,0,0,0
9676,0,1,0,1,0,4,0,0,17,8,0,13,4,3,2,0,0,0,8,0,5,1,2,0,0,5
9678,0,1,0,1,0,4,0,0,48,11,2,7,4,3,2,0,1,0,8,1,4,0,2,0,0,5
9679,0,1,0,1,0,4,0,0,48,11,0,2,4,3,2,0,1,0,8,1,4,0,2,0,0,5
9680,0,1,0,1,0,4,0,0,136,16,1,12,4,3,12,0,0,0,8,0,4,0,1,1,0,5
9681,0,1,0,1,0,4,0,0,136,16,1,1,4,3,0,0,0,0,8,0,4,0,1,1,0,5
9683,0,0,0,1,0,4,0,0,73,13,1,2,4,3,2,0,0,1,0,0,4,0,2,0,0,0
9686,0,1,0,1,0,4,0,0,136,15,0,1,4,3,13,0,0,1,0,1,4,0,2,0,0,0
9688,0,1,0,1,0,4,0,0,136,15,3,2,4,3,2,0,0,1,0,1,4,0,2,0,0,0
9691,0,1,0,1,0,4,0,0,93,12,0,3,4,3,13,1,0,0,0,0,4,1,2,0,0,0
9692,0,1,0,1,0,4,0,0,93,12,3,8,4,3,2,1,0,0,0,0,4,1,2,0,0,0
9695,0,1,0,0,0,4,0,0,73,23,2,10,0,3,13,0,0,1,8,0,4,0,2,0,1,5
9697,1,0,0,0,0,5,0,0,75,14,1,6,4,4,0,1,0,1,0,0,4,0,1,0,0,0
9700,0,0,0,1,1,5,0,0,128,14,2,11,4,4,2,0,0,0,0,0,3,0,1,0,0,0
9702,0,0,0,1,0,5,0,0,17,15,3,10,4,3,2,0,0,1,0,0,0,0,1,0,0,0
9706,0,0,0,1,0,5,0,0,128,17,2,4,4,3,2,0,1,0,0,0,4,0,2,1,0,0
9708,0,0,0,1,0,5,0,0,128,17,2,2,4,3,0,0,1,0,0,0,4,0,2,1,0,0
9710,0,0,0,1,1,5,0,0,60,9,2,9,4,3,2,0,0,0,0,0,4,0,1,0,0,0
9713,0,0,0,0,1,5,0,0,136,21,0,5,1,3,2,0,0,0,0,0,4,0,2,1,0,0
9716,0,0,0,1,0,5,0,0,14,11,1,9,4,3,13,0,1,0,0,0,5,0,2,0,0,0
9718,0,0,0,1,0,5,0,0,14,11,0,13,4,3,2,0,1,0,0,0,5,0,2,0,0,0
9720,0,1,0,1,0,5,0,0,100,14,3,2,4,3,13,1,0,0,0,0,4,0,1,0,0,0
9721,0,1,0,1,0,5,0,0,100,14,0,2,4,3,2,1,0,0,0,0,4,0,1,0,0,0
9722,0,0,0,1,0,5,0,0,122,8,3,10,4,3,2,0,0,1,0,0,4,0,2,0,0,0
9726,0,0,0,0,0,5,0,0,76,17,0,5,4,3,2,0,1,0,0,0,4,0,2,1,1,0
9727,0,0,0,0,0,5,0,0,76,17,2,9,4,3,12,0,1,0,0,0,4,0,2,1,1,0
9730,0,1,0,1,0,11,0,0,119,1,2,2,0,3,12,0,0,0,0,0,4,1,2,0,0,0
9731,0,1,0,1,0,1,0,0,120,15,2,14,4,3,2,0,1,0,0,0,4,0,1,0,0,0
9733,0,1,0,1,0,1,0,0,120,15,1,1,4,3,0,0,1,0,0,0,4,0,1,0,0,0
9734,0,1,0,1,0,1,0,0,26,20,0,9,1,3,14,0,0,1,8,0,4,0,2,0,0,0
9737,0,1,0,1,1,1,0,0,94,8,3,10,0,3,13,0,0,0,8,0,5,0,2,0,0,0
9738,0,0,0,1,0,6,1,0,77,19,1,11,6,4,2,0,1,0,0,0,4,0,1,0,0,0
9739,0,1,0,1,0,11,0,0,119,1,2,4,0,3,2,0,0,0,0,0,4,1,2,0,0,0
9743,1,1,0,0,0,1,0,0,120,15,0,5,4,3,2,0,0,1,0,1,4,0,2,1,0,0
9745,0,1,0,1,0,1,0,0,1,9,0,10,4,4,12,0,0,0,0,0,4,1,1,0,1,0
9746,0,1,0,1,0,1,0,0,1,9,0,3,4,4,2,0,0,0,0,0,4,1,1,0,1,0
9748,0,1,0,1,0,1,0,0,15,14,0,7,4,3,2,0,1,0,3,0,4,0,2,0,0,6
9750,0,0,0,1,0,11,0,0,17,18,2,2,1,3,2,0,0,1,0,0,5,0,2,0,0,0
9751,0,1,0,1,0,1,0,0,15,14,0,5,4,3,2,0,1,0,3,0,4,0,2,0,0,6
9753,0,1,0,1,0,1,0,0,15,14,0,10,4,3,11,0,1,0,3,0,4,0,2,0,0,6
9755,0,0,0,1,0,1,0,0,132,17,2,8,4,4,2,0,1,0,8,0,5,0,1,0,0,0
9758,0,0,0,1,0,1,0,0,132,17,1,12,4,4,2,0,1,0,8,0,5,0,1,0,0,0
9759,1,1,0,1,0,2,0,0,120,10,0,9,4,4,13,0,0,1,8,0,5,0,1,0,0,6
9762,0,1,0,1,0,2,0,0,29,20,0,9,1,4,1,0,0,1,0,0,4,0,1,0,0,0
9763,0,1,0,1,0,2,0,0,29,20,0,4,1,4,0,0,0,1,0,0,4,0,1,0,0,0
9764,0,1,0,1,0,2,0,0,29,20,0,8,1,4,2,0,0,1,0,0,4,0,1,0,0,0
9768,0,0,0,1,0,2,0,0,96,18,1,12,1,4,2,0,0,1,0,0,5,0,1,0,0,0
9771,1,0,0,0,0,2,0,0,84,10,0,9,4,3,2,0,0,1,0,0,5,0,2,0,1,0
9773,0,1,0,1,0,2,0,0,131,14,2,4,4,3,11,0,0,0,0,0,4,0,2,0,0,0
9776,0,1,0,1,0,2,0,0,9,14,0,8,4,3,14,0,0,1,8,0,4,0,2,0,0,0
9778,0,1,0,1,0,2,0,0,107,18,2,8,1,3,2,0,0,1,8,1,4,0,2,0,0,0
9780,0,1,0,1,0,2,0,0,131,14,2,5,4,3,2,0,0,0,0,0,4,0,2,0,0,0
9781,0,1,0,1,1,2,0,0,77,16,1,7,4,3,2,0,0,0,0,1,4,0,2,0,0,0
9783,0,1,0,1,1,2,0,0,77,16,0,2,4,3,2,0,0,0,0,1,4,0,2,0,0,0
9786,0,0,0,1,0,2,0,0,117,20,0,12,1,3,2,0,0,0,0,0,3,0,1,0,0,0
9788,0,1,0,1,0,2,0,0,131,8,2,4,4,3,2,0,0,0,0,0,5,0,2,0,0,0
9789,0,1,0,1,0,2,0,0,131,8,1,6,4,3,12,0,0,0,0,0,5,0,2,0,0,0
9790,0,1,0,1,0,2,0,0,131,8,1,2,4,3,13,0,0,0,0,0,5,0,2,0,0,0
9792,0,1,1,1,0,2,0,0,63,2,3,4,1,3,2,0,0,1,8,0,5,1,1,0,0,0
9794,0,0,0,0,0,2,0,0,14,10,1,4,4,4,11,0,0,1,0,0,4,0,1,0,1,0
9796,0,0,0,1,0,2,0,0,108,21,3,2,0,4,2,0,0,1,0,0,0,0,1,0,0,0
9798,0,1,0,1,0,2,0,0,75,9,2,5,4,3,14,0,0,1,8,0,4,0,2,0,0,5
9802,0,1,0,1,0,2,0,0,111,8,3,8,4,3,13,0,1,0,0,0,4,0,2,0,0,0
9804,0,1,0,1,0,2,0,0,111,8,2,5,4,3,2,0,1,0,0,0,4,0,2,0,0,0
9806,0,1,0,1,0,2,0,0,111,8,2,5,4,3,2,0,1,0,0,0,4,0,2,0,0,0
9808,0,1,0,1,0,2,0,0,111,8,1,1,4,3,2,0,1,0,0,0,4,0,2,0,0,0
9809,0,1,0,1,0,2,0,0,124,7,2,5,4,3,13,0,0,1,0,0,4,0,1,0,0,0
9811,0,1,0,1,0,2,0,0,33,9,2,10,4,3,13,0,0,1,0,0,4,0,2,0,0,0
9814,0,0,0,1,0,2,0,0,52,7,0,10,0,4,10,0,0,1,0,0,3,0,1,0,0,0
9815,0,0,0,1,0,2,0,0,90,21,3,10,0,4,2,0,0,0,8,0,4,0,1,0,0,5
9818,0,0,0,0,0,2,0,0,110,14,0,5,4,3,12,0,0,1,8,0,4,0,2,1,0,0
9820,0,0,0,1,0,3,0,0,47,10,2,6,4,4,2,0,0,1,8,0,4,0,1,0,0,0
9822,0,0,0,1,0,3,0,0,130,18,1,11,6,4,2,0,0,1,0,0,4,0,1,0,0,0
9824,0,0,0,1,0,6,1,0,77,19,1,9,6,4,2,0,1,0,0,0,4,0,1,0,0,0
9829,0,1,0,1,0,6,0,0,26,21,1,2,1,3,2,1,1,0,0,0,4,0,2,0,0,0
9831,0,1,0,1,0,6,0,0,26,21,2,2,1,3,13,1,1,0,0,0,4,0,2,0,0,0
9832,0,1,0,1,1,6,0,0,130,8,0,5,4,3,2,0,0,0,0,1,4,0,2,0,0,0
9836,0,0,0,1,1,6,0,0,58,11,3,8,4,3,2,0,1,0,0,0,4,0,2,0,0,0
9838,0,1,0,1,0,6,0,0,95,6,1,6,4,3,2,1,0,0,8,0,4,0,2,0,0,5
9840,0,1,0,1,0,6,0,0,95,6,2,9,4,3,2,1,0,0,8,0,4,0,2,0,0,5
9842,0,0,0,0,1,6,0,0,73,7,0,5,4,4,2,0,0,0,8,0,4,0,1,0,1,5
9843,0,0,0,1,0,6,0,0,121,14,0,7,4,3,2,0,0,0,0,0,5,0,2,0,1,0
9845,0,1,0,1,0,6,0,0,39,9,3,12,4,3,13,0,0,1,8,0,4,0,2,0,0,5
9847,0,1,0,1,0,6,0,0,16,12,2,1,4,4,2,1,0,0,0,0,5,1,1,0,0,0
9848,0,1,0,1,0,6,0,0,16,12,2,6,4,4,2,1,0,0,0,0,5,1,1,0,0,0
9849,0,1,1,1,0,6,0,0,93,0,0,5,1,3,12,1,0,0,0,0,4,0,2,0,0,0
9850,0,1,1,1,0,6,0,0,93,0,0,2,1,3,2,1,0,0,0,0,4,0,2,0,0,0
9851,0,0,0,1,0,6,0,0,81,13,2,7,4,4,2,0,0,1,0,0,3,0,1,0,0,0
9853,0,1,0,1,0,6,0,0,123,19,1,14,4,3,13,0,0,1,0,0,4,0,2,0,0,0
9855,1,0,0,1,0,6,0,0,85,6,0,6,4,4,2,0,0,0,8,0,3,0,1,0,0,5
9856,0,0,0,1,0,6,0,0,128,15,1,4,4,3,2,0,0,1,0,0,4,0,2,0,0,0
9858,0,0,0,1,0,6,0,0,6,15,1,5,4,4,2,0,0,1,0,0,4,0,1,0,0,0
9860,0,0,0,1,0,6,0,0,110,19,2,8,4,3,2,0,1,1,0,0,4,0,2,1,0,0
9864,0,0,0,1,0,6,0,0,110,19,1,6,4,3,2,0,1,1,0,0,4,0,2,1,0,0
9867,0,0,0,0,0,6,0,0,136,8,0,3,4,3,2,0,0,1,0,0,4,0,1,0,1,0
9872,0,0,0,1,0,6,0,0,132,12,3,1,4,3,2,0,1,0,0,0,0,0,1,0,0,0
9873,0,0,0,0,0,6,0,0,77,14,2,8,4,4,2,0,0,1,0,0,5,0,0,0,1,0
9876,0,0,0,1,0,6,0,0,121,14,1,9,4,3,2,0,0,0,0,0,5,0,2,0,1,0
9878,0,0,0,1,0,6,0,0,117,8,1,3,4,3,2,0,0,1,0,0,4,0,2,0,0,0
9881,0,0,0,1,0,6,0,0,49,11,0,3,4,3,2,0,0,0,0,0,4,0,2,0,1,0
9883,0,0,0,1,0,6,0,0,49,11,3,12,4,3,13,0,0,0,0,0,4,0,2,0,1,0
9887,0,1,0,1,0,6,0,0,20,13,1,9,4,3,2,0,1,0,0,0,4,1,1,0,0,0
9889,0,1,0,1,0,6,0,0,20,13,1,14,4,3,12,0,1,0,0,0,4,1,1,0,0,0
9891,0,1,0,1,0,6,0,0,93,22,2,5,1,3,12,0,1,0,0,0,4,0,2,0,0,0
9892,0,1,0,1,0,6,0,0,93,22,2,3,1,3,2,0,1,0,0,0,4,0,2,0,0,0
9894,0,0,0,1,0,6,0,0,96,11,3,8,4,4,0,0,0,1,0,0,4,0,1,0,0,0
9897,0,0,0,1,1,6,0,0,1,13,0,8,4,3,14,0,0,0,0,0,4,0,2,0,0,0
9899,0,0,0,1,1,6,0,0,95,15,0,11,4,4,7,0,0,0,0,0,4,0,1,0,0,0
9900,0,0,0,1,1,6,0,0,95,15,0,8,4,4,2,0,0,0,0,0,4,0,1,0,0,0
9901,0,0,0,1,1,6,0,0,95,15,0,8,4,4,2,0,0,0,0,0,4,0,1,0,0,0
9902,0,1,0,1,0,6,0,0,49,15,1,6,4,3,2,0,0,1,0,0,3,0,2,0,0,0
9904,0,0,0,1,0,6,0,0,77,14,0,5,4,3,2,0,0,1,8,0,1,0,2,0,0,5
9905,0,0,0,1,0,6,0,0,77,14,0,5,4,3,12,0,0,1,8,0,1,0,2,0,0,5
9910,0,1,0,1,0,6,1,0,110,18,0,12,4,3,2,0,0,0,0,0,4,0,2,0,0,0
9912,0,1,0,1,1,6,0,0,85,10,1,6,4,4,2,0,0,0,0,0,4,0,2,0,0,0
9914,0,1,0,1,0,6,0,0,85,16,0,5,4,4,11,0,1,0,0,0,4,0,1,0,0,0
9917,0,0,0,1,0,11,1,0,90,10,2,12,4,3,2,0,0,0,0,0,4,0,2,0,0,0
9919,0,0,0,1,0,11,1,0,90,10,2,2,4,3,2,0,0,0,0,0,4,0,2,0,0,0
9921,0,0,0,1,0,12,0,0,55,20,0,3,0,4,2,0,0,1,0,0,4,0,1,0,0,0
9923,0,1,0,1,0,12,0,0,27,2,3,9,1,3,2,0,0,0,8,0,4,0,2,0,0,5
9924,0,1,0,1,0,12,0,0,27,2,1,3,1,3,2,0,0,0,8,0,4,0,2,0,0,5
9928,0,1,0,1,0,12,0,0,16,2,0,5,1,4,2,0,1,1,8,0,4,0,1,0,0,0
9931,0,0,0,1,0,12,0,0,75,3,0,2,0,4,8,0,0,1,0,0,0,0,1,0,0,0
9934,0,0,0,1,0,12,0,0,137,13,0,2,4,3,2,0,0,1,8,0,4,0,2,0,0,5
9940,0,1,0,1,0,12,0,0,44,16,2,8,1,3,14,0,1,0,8,0,4,1,1,0,0,5
9942,0,1,0,1,0,12,0,0,128,17,3,12,1,3,14,0,0,1,8,0,4,0,2,0,0,2
9944,0,0,0,1,0,12,0,0,119,6,1,6,3,3,13,0,0,1,0,0,4,0,2,0,0,0
9945,0,0,0,1,0,12,0,0,119,6,2,2,3,3,2,0,0,1,0,0,4,0,2,0,0,0
9947,1,1,0,1,0,12,0,0,105,15,2,15,4,3,2,0,0,1,0,0,0,0,2,0,0,0
9949,0,0,0,1,0,12,0,0,14,18,2,7,1,3,2,0,0,1,8,0,5,0,1,0,0,0
9951,0,0,0,1,0,12,0,0,81,0,3,3,0,3,2,0,0,1,0,0,4,0,1,0,0,0
9954,0,1,0,1,0,12,0,0,137,15,0,7,4,4,2,0,1,0,8,0,4,1,1,0,0,5
9955,0,1,0,1,0,12,0,0,137,15,0,12,4,4,12,0,1,0,8,0,4,1,1,0,0,5
9957,0,1,0,1,0,12,0,0,137,15,0,5,4,4,12,0,1,0,8,0,4,1,1,0,0,5
9958,0,1,0,1,0,12,0,0,137,15,0,10,4,4,12,0,1,0,8,0,4,1,1,0,0,5
9959,0,1,0,1,0,12,0,0,15,18,1,5,1,3,14,0,0,1,8,0,4,0,2,0,0,5
9962,0,0,0,1,0,12,0,0,16,4,2,3,1,4,2,0,0,0,0,0,5,0,1,0,0,0
9964,0,1,0,1,0,12,0,0,77,16,3,5,1,3,2,0,1,0,8,1,4,0,2,0,0,5
9966,0,1,0,1,0,12,0,0,77,16,3,7,1,3,2,0,1,0,8,1,4,0,2,0,0,5
9967,0,1,0,1,0,12,0,0,77,16,2,11,1,3,2,0,1,0,8,1,4,0,2,0,0,5
9968,0,0,0,1,0,12,0,0,76,17,2,4,1,3,12,0,0,0,0,0,4,0,2,0,0,0
9971,0,0,0,1,0,12,0,0,76,17,2,4,1,3,12,0,0,0,0,0,4,0,2,0,0,0
9972,0,1,0,1,0,12,0,0,65,19,2,2,1,3,13,0,0,1,8,0,0,0,2,0,0,3
9974,0,1,0,1,0,12,0,0,53,6,0,6,0,3,14,0,0,1,8,0,4,0,2,0,0,5
9976,0,1,0,1,0,12,0,0,73,7,3,4,0,3,2,1,0,0,8,0,4,0,1,0,0,5
9978,0,1,0,1,0,12,0,0,73,7,3,9,0,3,3,1,0,0,8,0,4,0,1,0,0,5
9979,0,1,0,1,0,12,0,0,124,7,0,3,1,3,13,0,0,1,8,0,4,0,2,0,0,5
9982,0,1,0,1,0,12,0,0,131,7,1,9,7,3,14,0,0,1,8,0,5,0,2,0,0,5
9986,0,0,0,1,0,12,0,0,127,20,1,2,1,4,2,0,1,0,0,0,4,0,1,0,0,0
9988,0,1,0,1,0,12,0,0,77,5,3,5,0,3,13,0,0,1,0,0,4,0,2,0,0,0
9990,0,1,0,1,0,12,0,0,73,6,2,9,0,3,2,0,0,0,0,1,4,1,2,0,0,0
9992,0,1,0,1,0,12,0,0,73,6,1,7,0,3,12,0,0,0,0,1,4,1,2,0,0,0
9994,0,1,0,1,0,12,0,0,73,6,0,6,0,3,2,0,0,0,0,1,4,1,2,0,0,0
9996,0,1,0,1,0,12,0,0,73,6,1,6,0,3,12,0,0,0,0,1,4,1,2,0,0,0
9998,0,0,0,1,0,12,0,0,24,13,3,7,4,4,2,0,0,0,0,0,4,0,1,0,1,2
9999,0,0,0,1,0,12,0,0,24,13,0,10,4,4,2,0,0,0,0,0,4,0,1,0,1,2
10002,0,0,0,1,0,12,0,0,76,12,3,7,4,4,13,0,0,1,0,0,4,0,1,0,0,0
10005,0,0,0,1,0,12,0,0,63,14,1,11,4,4,10,0,0,1,0,0,4,0,1,0,0,0
10010,0,0,0,1,0,8,0,0,122,19,2,0,4,4,10,0,0,1,0,0,0,0,1,0,0,0
10012,1,0,0,1,0,5,0,0,1,6,2,6,4,3,12,0,0,0,0,0,4,0,2,0,0,0
10014,0,1,0,1,0,10,0,0,102,20,2,14,1,3,13,0,1,1,0,0,4,0,1,0,0,0
10017,0,1,0,1,1,10,0,0,132,19,0,10,4,4,2,0,0,0,8,0,5,0,1,0,0,5
10021,0,1,0,1,0,10,0,0,26,20,2,8,1,3,13,0,0,1,8,0,4,0,2,0,0,5
10022,0,1,0,1,0,4,0,0,55,16,3,7,4,3,13,1,0,0,0,1,4,1,2,0,0,0
10024,0,0,0,1,1,10,0,0,78,8,2,8,4,3,13,0,0,0,0,0,4,0,2,0,0,0
10026,0,0,0,1,0,10,0,0,80,17,3,3,4,3,13,1,0,0,0,0,4,0,1,0,0,0
10027,0,0,0,1,0,10,0,0,80,17,0,6,4,3,2,1,0,0,0,0,4,0,1,0,0,0
10028,0,0,0,1,0,10,0,0,80,17,3,3,4,3,13,1,0,0,0,0,4,0,1,0,0,0
10029,0,0,0,1,0,10,0,0,80,17,0,6,4,3,2,1,0,0,0,0,4,0,1,0,0,0
10032,0,0,0,1,0,10,0,0,62,10,1,6,4,4,13,0,0,0,0,0,4,0,1,0,0,0
10033,0,0,0,1,0,10,0,0,62,10,0,10,4,4,2,0,0,0,0,0,4,0,1,0,0,0
10034,0,0,0,1,0,10,0,0,134,12,1,9,4,3,12,0,0,0,0,0,4,0,2,0,0,0
10036,0,1,0,1,1,10,0,0,92,19,0,3,6,3,13,0,0,0,0,0,5,0,1,0,0,0
10040,0,0,0,1,0,10,1,0,15,11,3,14,4,4,2,0,1,0,0,0,4,0,1,0,0,0
10042,0,0,0,1,0,10,0,0,58,15,2,9,4,4,2,0,1,0,0,0,4,0,1,0,0,0
10043,0,0,0,1,0,10,0,0,58,15,1,5,4,4,2,0,1,0,0,0,4,0,1,0,0,0
10046,0,0,0,0,0,10,0,0,92,0,1,7,1,3,2,0,0,1,8,0,4,0,1,1,0,5
10050,1,1,0,1,0,10,0,0,106,10,2,9,4,3,2,0,0,1,0,0,4,0,2,0,0,0
10053,0,0,0,1,0,10,0,0,62,20,0,4,1,3,2,0,0,1,8,0,4,0,1,0,0,5
10057,0,0,0,1,1,11,0,0,77,5,3,2,0,3,2,0,0,0,8,0,4,0,2,0,0,5
10058,0,1,0,1,0,11,0,0,72,5,3,4,1,4,2,0,0,1,8,0,4,1,1,0,0,5
10060,0,0,0,1,0,11,0,0,77,22,1,3,1,4,2,0,0,1,0,0,4,0,1,0,0,0
10062,0,1,0,1,0,11,0,0,129,9,2,10,4,3,13,0,0,1,0,0,4,0,2,0,0,0
10066,0,1,0,1,0,11,0,0,42,9,1,2,4,4,2,0,1,0,0,0,5,1,1,0,0,0
10068,0,1,0,1,0,11,0,0,117,11,1,10,4,3,2,0,0,0,0,1,4,0,2,0,0,0
10069,0,1,0,1,0,11,0,0,117,11,2,14,4,3,13,0,0,0,0,1,4,0,2,0,0,0
10070,1,0,0,1,0,11,0,0,54,16,3,10,4,3,10,0,0,1,0,0,0,0,1,0,0,0
10072,0,0,0,1,0,11,0,0,90,14,0,8,4,3,2,0,0,0,0,0,3,0,1,0,0,0
10073,0,0,0,1,0,11,0,0,90,14,1,8,4,3,13,0,0,0,0,0,3,0,1,0,0,0
10076,0,1,0,1,0,11,0,0,104,20,2,4,3,4,2,0,1,0,0,0,4,0,1,0,0,0
10077,0,1,0,1,0,11,0,0,104,20,2,4,3,4,2,0,1,0,0,0,4,0,1,0,0,0
10078,0,0,0,1,0,11,0,0,76,9,1,8,4,4,3,0,0,1,0,0,4,0,1,0,0,0
10082,1,1,0,0,0,11,0,0,79,11,3,5,4,3,2,0,0,1,0,0,4,0,2,1,0,0
10084,1,0,0,1,0,11,0,0,97,14,3,6,4,4,2,0,1,1,0,0,4,0,1,1,0,0
10085,1,1,0,1,0,11,0,0,136,7,1,5,4,3,13,0,0,1,0,0,5,0,2,0,0,0
10087,1,0,0,0,0,8,0,0,92,22,3,8,1,4,2,0,0,1,0,0,4,0,1,1,0,0
10088,0,1,0,1,0,6,0,0,37,20,2,2,1,4,2,0,0,1,8,0,5,0,1,0,0,5
10089,0,0,0,1,0,11,0,0,87,18,3,9,1,4,2,0,1,0,0,0,4,0,1,0,0,0
10091,0,1,0,1,0,11,0,0,76,19,3,7,1,3,13,0,0,1,0,0,4,0,1,0,0,0
10093,0,0,0,1,0,11,0,0,85,23,3,8,1,4,2,0,0,1,0,0,4,0,1,0,0,0
10095,0,1,0,0,0,11,0,0,26,7,3,9,4,3,2,0,0,0,0,0,4,0,1,0,1,0
10096,0,0,0,1,0,11,0,0,13,19,2,7,1,4,2,0,0,1,0,0,5,0,1,0,0,0
10103,1,0,0,1,0,11,0,0,97,14,3,3,4,4,2,0,1,1,0,0,4,0,1,1,0,0
10104,0,1,0,1,0,11,0,0,120,15,1,13,4,3,13,0,1,0,0,0,4,1,2,0,0,0
10105,0,1,0,1,0,11,0,0,120,15,2,6,4,3,2,0,1,0,0,0,4,1,2,0,0,0
10107,0,0,0,1,0,11,0,0,93,4,1,10,1,4,2,0,0,1,8,0,5,0,1,0,0,5
10109,0,1,0,1,0,11,0,0,131,15,2,10,4,3,2,0,1,0,0,1,5,0,2,0,0,0
10110,0,1,0,1,0,11,0,0,131,15,3,3,4,3,2,0,1,0,0,1,5,0,2,0,0,0
10112,0,0,1,1,0,11,0,0,39,20,2,2,1,3,5,0,1,0,0,0,4,0,1,0,0,0
10114,0,1,0,1,0,11,0,0,74,13,3,7,4,3,2,0,1,0,0,0,4,0,2,0,0,0
10115,0,1,0,1,0,11,0,0,74,13,3,11,4,3,2,0,1,0,0,0,4,0,2,0,0,0
10116,1,1,0,1,0,2,0,0,42,16,3,9,4,3,12,0,1,0,0,0,4,0,1,0,0,0
10117,0,1,0,1,0,11,0,0,74,13,3,5,4,3,2,0,1,0,0,0,4,0,2,0,0,0
10120,0,1,0,0,0,11,0,0,120,18,0,10,1,3,13,0,0,1,0,0,4,0,2,0,0,0
10122,0,1,1,1,0,5,0,0,52,20,2,3,1,3,2,0,1,0,0,1,4,0,2,0,0,0
10126,0,1,0,1,0,9,0,0,125,13,1,13,4,3,2,0,1,0,0,0,4,0,2,0,0,0
10128,0,1,0,1,0,4,0,0,55,16,0,5,4,3,2,1,0,0,0,1,4,1,2,0,0,0
10129,0,0,0,1,0,8,0,0,137,2,3,11,1,3,2,0,0,1,0,0,4,0,1,0,0,0
10133,0,1,0,1,0,8,0,0,118,19,0,11,7,3,13,0,0,1,8,0,4,0,2,0,0,5
10134,1,1,0,1,0,2,0,0,42,16,3,4,4,3,13,0,1,0,0,0,4,0,1,0,0,0
10136,0,1,1,1,0,5,0,0,52,20,0,10,1,3,13,0,1,0,0,1,4,0,2,0,0,0
10137,0,0,0,1,0,4,0,0,115,10,2,13,4,3,2,0,1,0,0,0,4,0,2,0,0,0
10138,1,1,0,1,1,11,0,0,27,9,1,2,4,3,2,0,0,0,0,1,4,1,2,0,0,0
10141,0,0,1,1,0,6,0,0,20,2,3,3,1,4,2,0,1,0,0,0,4,0,1,0,0,0
10142,0,1,0,1,0,1,0,0,122,17,0,8,1,3,2,0,1,0,1,0,4,1,2,0,0,6
10146,0,1,0,1,0,5,0,0,131,20,2,7,0,3,2,1,0,0,0,0,4,0,2,0,0,0
10147,1,1,0,1,0,2,0,0,42,16,0,14,4,3,2,0,1,0,0,0,4,0,1,0,0,0
10149,0,0,0,1,0,4,0,0,115,10,1,6,4,3,13,0,1,0,0,0,4,0,2,0,0,0
