,ACCLASS,AG_DRIV,ALCOHOL,AUTOMOBILE,CYCLIST,DATE,DISABILITY,EMERG_VEH,HOOD_ID,HOUR,INITDIR,INVAGE,LIGHT,LOCCOORD,MANOEUVER,MOTORCYCLE,PASSENGER,PEDESTRIAN,RDSFCOND,REDLIGHT,ROAD_CLASS,SPEEDING,TRAFFCTL,TRSN_CITY_VEH,TRUCK,VISIBILITY
3510,0,0,1,1,0,9,0,0,102,20,3,14,0,3,14,0,0,0,0,0,4,0,2,0,0,0
3511,0,1,0,1,0,9,0,0,140,13,2,13,4,4,2,0,0,1,0,0,3,0,1,0,0,0
3514,1,0,0,1,0,9,0,0,1,16,2,5,4,4,2,0,0,0,8,0,4,0,1,0,1,0
3516,1,0,0,1,0,9,0,0,1,16,1,3,4,4,8,0,0,0,8,0,4,0,1,0,1,0
3517,0,1,0,1,0,9,1,0,18,20,2,3,0,4,2,0,0,0,0,0,4,1,1,0,0,0
3519,0,1,0,1,0,9,0,0,1,6,3,9,2,4,13,0,0,1,0,0,3,0,1,0,0,0
3521,0,1,0,1,0,9,0,0,71,20,2,7,0,4,2,1,0,0,0,0,4,0,1,0,0,0
3523,0,1,0,1,0,9,0,0,71,20,2,11,0,4,3,1,0,0,0,0,4,0,1,0,0,0
3524,0,1,1,1,0,9,0,0,34,21,2,8,0,3,2,0,1,0,0,0,5,0,1,0,0,0
3525,0,1,1,1,0,9,0,0,34,21,2,3,0,3,2,0,1,0,0,0,5,0,1,0,0,0
3528,0,1,0,1,0,9,0,0,126,20,2,2,0,3,2,0,1,1,8,0,4,1,2,0,0,5
3533,1,1,0,1,0,9,0,0,26,5,0,9,0,3,2,0,0,0,8,0,4,1,1,0,0,0
3535,0,0,0,0,0,9,0,0,70,15,0,5,4,3,11,1,1,0,0,0,4,0,2,0,0,0
3542,0,1,0,1,0,7,0,0,30,20,2,8,4,3,13,0,0,0,0,1,4,0,2,0,0,0
3544,0,1,0,1,0,7,0,0,30,20,1,2,4,3,2,0,0,0,0,1,4,0,2,0,0,0
3545,0,1,0,1,0,2,0,0,28,16,2,5,0,4,2,0,0,1,8,0,4,0,1,0,0,6
3550,0,1,0,1,0,7,0,0,118,11,3,9,4,3,13,0,0,0,0,0,4,1,2,0,0,0
3555,0,1,0,1,0,7,0,0,118,11,1,1,4,3,2,0,0,0,0,0,4,1,2,0,0,0
3556,0,1,0,1,0,7,1,0,51,16,1,11,4,3,2,0,0,0,0,1,4,0,2,0,0,0
3557,0,1,0,1,0,7,1,0,51,16,1,9,4,3,12,0,0,0,0,1,4,0,2,0,0,0
3558,0,0,0,1,0,7,0,0,77,7,3,6,4,4,2,0,0,0,0,0,4,0,1,0,0,0
3559,0,0,0,1,0,7,0,0,77,7,3,11,4,4,13,0,0,0,0,0,4,0,1,0,0,0
3561,0,1,0,1,1,7,0,0,69,8,1,4,4,4,13,0,0,0,0,0,3,0,1,0,0,0
3563,0,0,1,1,0,7,0,0,78,17,2,7,4,3,2,1,0,0,0,0,4,0,2,0,0,0
3564,0,0,1,1,0,7,0,0,78,17,1,3,4,3,13,1,0,0,0,0,4,0,2,0,0,0
3569,0,0,0,1,0,7,0,0,111,3,1,4,0,3,2,0,1,0,8,0,4,0,2,0,0,5
3570,0,0,0,1,0,7,0,0,111,3,2,1,0,3,13,0,1,0,8,0,4,0,2,0,0,5
3571,0,0,0,1,0,7,0,0,51,3,2,4,0,4,2,0,0,1,8,0,4,0,1,0,0,5
3574,1,0,0,1,0,7,0,0,50,3,3,4,0,3,2,0,1,1,0,0,4,0,2,0,0,0
3576,0,1,0,1,0,7,0,0,58,8,3,8,0,4,2,0,0,0,8,0,4,0,1,0,0,5
3577,0,1,0,1,0,7,0,0,58,8,3,5,0,4,2,0,0,0,8,0,4,0,1,0,0,5
3578,0,1,0,1,0,7,0,0,58,8,3,7,0,4,2,0,0,0,8,0,4,0,1,0,0,5
3579,0,1,0,1,0,7,0,0,58,8,3,6,0,4,2,0,0,0,8,0,4,0,1,0,0,5
3580,0,1,0,1,0,7,0,0,75,21,1,5,4,3,2,1,0,0,0,0,4,0,2,0,0,0
3581,0,1,0,1,0,7,0,0,75,21,1,3,4,3,11,1,0,0,0,0,4,0,2,0,0,0
3582,0,0,0,1,0,7,0,0,78,23,1,10,0,4,2,0,0,1,8,0,4,0,1,0,0,5
3586,0,1,0,0,0,7,0,0,85,11,0,5,4,4,11,1,0,0,0,0,4,1,1,0,0,0
3587,0,0,0,1,0,7,0,0,86,5,1,4,4,3,0,0,0,1,0,0,5,0,1,0,0,0
3591,0,1,0,1,0,7,0,0,57,14,2,8,4,4,10,0,0,1,0,0,5,0,1,0,0,0
3592,0,1,0,1,0,7,0,0,57,15,3,4,4,3,2,1,0,0,0,1,5,0,2,0,0,0
3593,0,1,0,1,0,7,0,0,57,15,1,7,4,3,2,1,0,0,0,1,5,0,2,0,0,0
3598,0,1,0,1,0,7,0,0,26,7,0,9,4,3,13,0,0,1,0,0,4,0,2,0,0,0
3604,0,0,0,1,0,7,0,0,123,12,0,9,4,4,2,0,0,1,0,0,3,0,1,0,0,0
3606,0,0,0,1,1,7,0,0,16,16,3,3,4,3,2,0,0,0,0,0,4,0,2,0,0,0
3609,0,1,1,1,1,7,0,0,77,22,2,9,0,3,2,0,0,0,0,1,4,0,2,0,0,0
3612,0,1,0,1,0,8,0,0,93,18,2,3,4,4,2,0,0,0,0,0,5,0,1,0,0,0
3614,0,1,0,1,0,8,0,0,93,18,0,2,4,4,13,0,0,0,0,0,5,0,1,0,0,0
3615,0,1,1,1,0,8,0,0,136,21,3,1,0,3,2,0,1,1,0,0,4,1,2,0,0,0
3620,0,1,1,1,0,8,0,0,77,23,3,2,0,3,13,0,1,1,0,0,4,0,2,0,0,0
3622,0,1,1,1,0,8,0,0,77,23,3,1,0,3,2,0,1,1,0,0,4,0,2,0,0,0
3625,0,1,0,1,0,8,0,0,31,20,1,5,4,3,2,1,0,0,0,0,5,0,2,0,0,0
3626,0,1,0,1,0,8,0,0,31,20,3,5,4,3,13,1,0,0,0,0,5,0,2,0,0,0
3629,0,1,0,1,0,8,1,0,121,17,2,8,4,3,12,0,1,0,0,0,4,0,2,0,0,0
3632,0,1,0,1,0,2,0,0,1,20,0,2,0,3,12,0,1,0,8,0,4,1,2,0,0,6
3633,0,1,0,1,0,1,0,0,86,9,1,7,4,3,12,0,0,0,8,0,5,0,2,0,0,0
3636,0,1,0,1,0,2,0,0,1,20,0,4,0,3,2,0,1,0,8,0,4,1,2,0,0,6
3638,0,1,0,1,0,1,0,0,86,9,1,5,4,3,2,0,0,0,8,0,5,0,2,0,0,0
3640,1,1,0,1,0,1,0,0,110,18,2,13,0,3,2,0,1,0,0,0,5,1,2,0,0,0
3642,1,1,0,1,0,1,0,0,110,18,0,3,0,3,2,0,1,0,0,0,5,1,2,0,0,0
3644,0,1,0,1,0,1,0,0,97,10,1,6,4,3,2,0,0,0,8,0,4,0,2,0,0,0
3646,0,1,0,1,0,1,0,0,97,10,2,7,4,3,13,0,0,0,8,0,4,0,2,0,0,0
3649,0,1,0,1,0,1,0,0,126,10,1,3,4,3,11,0,0,1,8,0,4,0,2,0,0,0
3651,0,1,0,1,0,1,0,0,116,8,1,9,4,3,13,0,0,1,0,0,5,0,2,0,0,0
3653,0,0,0,1,0,1,0,0,75,17,0,8,0,3,11,0,0,1,8,0,5,0,1,0,0,0
3655,0,1,0,1,0,1,0,0,70,19,3,2,0,3,13,0,0,1,8,0,5,0,1,0,0,5
3657,0,1,0,1,0,1,0,0,70,21,1,9,0,4,2,0,0,1,8,0,5,0,2,0,0,5
3659,0,1,0,1,0,1,0,0,108,23,0,6,0,4,7,0,0,0,8,0,4,0,1,0,0,5
3661,0,1,0,1,0,1,0,0,108,23,0,5,0,4,2,0,0,0,8,0,4,0,1,0,0,5
3663,0,0,0,1,0,1,0,0,83,10,1,3,4,4,2,0,0,1,0,0,4,0,2,0,0,0
3666,1,0,0,1,0,1,0,0,47,14,3,15,4,3,13,0,1,0,0,0,4,0,2,0,0,0
3668,0,1,0,1,0,2,0,0,137,12,1,14,4,3,13,0,0,0,8,0,5,1,2,0,0,0
3669,0,1,0,1,0,2,0,0,137,12,2,2,4,3,2,0,0,0,8,0,5,1,2,0,0,0
3672,0,1,0,1,0,2,0,0,129,23,1,2,0,4,2,0,1,0,6,0,4,1,1,0,0,6
3674,0,1,0,1,0,2,0,0,129,23,2,1,0,4,2,0,1,0,6,0,4,1,1,0,0,6
3676,0,1,1,1,0,2,0,0,131,3,3,5,0,3,2,0,1,0,0,1,4,0,2,0,0,0
3677,0,1,1,1,0,2,0,0,131,3,2,1,0,3,2,0,1,0,0,1,4,0,2,0,0,0
3679,0,1,0,1,0,2,0,0,126,15,2,8,4,4,2,0,1,0,8,0,4,1,1,0,0,0
3683,0,1,0,1,0,2,0,0,126,15,1,2,4,4,2,0,1,0,8,0,4,1,1,0,0,0
3687,0,0,0,1,0,2,0,0,60,12,3,7,4,3,11,0,1,0,0,0,4,0,2,0,0,0
3689,0,1,0,1,0,2,0,0,18,22,1,6,0,4,2,0,1,0,3,0,4,0,1,0,0,0
3690,0,1,0,1,0,2,0,0,18,22,1,1,0,4,2,0,1,0,3,0,4,0,1,0,0,0
3692,0,1,0,1,0,2,0,0,18,22,1,2,0,4,2,0,1,0,3,0,4,0,1,0,0,0
3693,0,1,0,1,0,2,0,0,7,16,2,12,6,4,11,0,1,0,0,0,4,0,1,0,0,0
3695,0,1,0,1,0,2,0,0,7,16,2,4,6,4,2,0,1,0,0,0,4,0,1,0,0,0
3697,0,1,0,1,0,2,0,0,115,23,0,6,0,4,2,0,0,0,6,0,4,0,1,0,0,3
3698,0,1,0,1,0,2,0,0,115,23,3,3,0,4,13,0,0,0,6,0,4,0,1,0,0,3
3701,1,0,0,1,0,2,0,0,33,17,3,2,4,3,2,0,1,1,8,0,4,0,2,0,0,5
3703,0,0,0,1,0,2,0,0,94,12,1,13,4,4,2,0,0,1,8,0,5,0,1,0,0,0
3705,0,1,0,1,0,2,0,0,119,15,0,7,4,3,13,0,0,0,8,1,4,0,2,0,0,0
3706,0,1,0,1,0,2,0,0,119,15,2,8,4,3,12,0,0,0,8,1,4,0,2,0,0,0
3707,0,1,0,1,0,2,0,0,119,15,3,5,4,3,2,0,0,0,8,1,4,0,2,0,0,0
3711,0,0,0,1,0,2,0,0,85,2,0,2,0,4,2,0,0,1,0,0,4,0,1,0,0,0
3718,0,1,0,1,0,4,0,0,92,6,0,6,0,3,13,0,0,1,0,0,4,0,2,0,0,0
3719,0,1,0,1,0,2,0,0,45,8,0,5,4,3,2,0,0,1,8,0,0,0,2,0,0,0
3720,0,1,0,0,0,5,0,0,96,19,3,6,4,3,8,0,0,1,0,0,4,0,2,1,0,0
3722,0,0,0,1,0,8,0,0,91,20,0,3,0,3,2,1,0,0,0,0,4,0,1,0,0,0
3726,0,0,0,1,0,4,0,0,68,16,0,10,4,4,2,0,0,1,0,0,4,0,1,0,0,0
3728,0,0,0,1,0,2,0,0,6,14,3,8,4,3,12,0,0,0,0,0,4,0,2,0,0,0
3730,0,0,0,1,0,8,1,0,31,6,0,6,4,4,2,0,0,0,0,0,4,0,1,0,0,0
3733,0,0,0,1,0,4,0,0,121,22,0,4,0,4,2,0,0,1,0,0,4,0,1,0,0,0
3736,0,0,0,1,0,8,1,0,31,6,0,15,4,4,2,0,0,0,0,0,4,0,1,0,0,0
3739,0,1,0,1,0,8,1,0,100,7,0,4,4,3,14,0,0,0,0,0,4,0,1,0,0,0
3740,0,0,0,1,0,5,0,0,107,12,1,10,4,3,2,0,0,1,0,0,4,0,2,0,0,0
3743,0,1,0,1,0,4,0,0,8,18,3,6,4,3,11,0,1,0,0,0,4,0,2,0,0,0
3744,0,1,0,1,0,4,0,0,8,18,3,7,4,3,2,0,1,0,0,0,4,0,2,0,0,0
3746,0,0,0,1,0,4,0,0,123,22,3,7,0,3,7,0,1,0,8,0,4,0,1,0,0,5
3748,0,0,0,1,0,4,0,0,123,22,3,12,0,3,2,0,1,0,8,0,4,0,1,0,0,5
3751,1,0,0,1,0,4,0,0,81,2,2,7,0,3,2,0,1,1,8,0,4,0,2,0,0,5
3753,0,1,0,1,0,4,0,0,111,11,0,2,4,3,11,0,1,0,0,0,5,0,2,0,0,0
3756,0,1,0,1,0,4,0,0,111,11,3,6,4,3,12,0,1,0,0,0,5,0,2,0,0,0
3757,0,1,0,1,0,4,0,0,126,14,1,8,4,3,2,0,1,0,0,1,4,0,2,0,0,0
3759,0,1,0,1,0,4,0,0,126,14,0,10,4,3,2,0,1,0,0,1,4,0,2,0,0,0
3764,0,0,0,0,0,4,0,0,71,16,1,6,4,3,13,0,0,1,0,0,5,0,2,0,1,0
3768,0,1,0,1,0,4,0,0,1,23,3,3,0,3,12,0,1,0,0,0,4,0,2,0,0,0
3772,0,1,0,1,0,4,0,0,1,23,3,5,0,3,2,0,1,0,0,0,4,0,2,0,0,0
3773,0,0,0,1,0,4,0,0,132,21,3,5,0,4,2,0,0,1,0,0,4,0,1,0,0,0
3775,0,1,0,1,0,4,0,0,50,22,0,2,4,3,11,0,0,0,0,0,4,0,2,0,0,0
3776,0,1,0,1,0,4,0,0,50,22,0,3,4,3,12,0,0,0,0,0,4,0,2,0,0,0
3778,0,1,0,1,0,4,0,0,75,14,1,7,4,3,11,0,0,1,0,0,4,0,2,0,0,0
3780,0,0,0,1,0,4,0,0,68,12,2,7,4,3,11,0,0,1,0,0,5,0,1,0,0,0
3782,0,1,0,1,0,4,0,0,133,13,3,8,4,3,2,1,0,0,0,0,5,0,1,0,0,0
3783,0,1,0,1,0,4,0,0,133,13,0,6,4,3,13,1,0,0,0,0,5,0,1,0,0,0
3784,0,0,0,1,1,4,0,0,15,8,2,5,4,3,14,0,0,0,0,0,4,0,2,0,0,0
3786,0,0,0,1,0,4,0,0,9,8,2,6,4,3,2,0,0,0,0,0,4,0,2,0,0,0
3787,0,0,0,1,0,4,0,0,9,8,2,13,4,3,2,0,0,0,0,0,4,0,2,0,0,0
3788,0,0,0,1,0,4,0,0,9,8,1,5,4,3,13,0,0,0,0,0,4,0,2,0,0,0
3789,0,0,0,1,0,4,0,0,131,11,1,4,4,3,2,1,0,0,0,0,5,0,2,0,0,0
3791,0,0,0,1,0,4,0,0,131,11,3,3,4,3,13,1,0,0,0,0,5,0,2,0,0,0
3792,0,0,0,1,0,4,0,0,25,0,3,11,0,4,2,0,0,0,0,0,4,0,1,0,0,0
3794,0,0,0,1,0,4,0,0,25,0,0,7,0,4,2,0,0,0,0,0,4,0,1,0,0,0
3795,0,0,0,1,0,4,0,0,58,12,1,3,4,3,2,1,0,0,0,0,4,0,2,0,0,0
3796,0,0,0,1,0,4,0,0,58,12,0,12,4,3,2,1,0,0,0,0,4,0,2,0,0,0
3797,0,0,0,1,0,4,0,0,91,20,3,4,0,3,2,1,0,0,0,0,4,0,2,0,0,0
3799,0,0,0,1,0,4,0,0,91,20,3,2,0,3,0,1,0,0,0,0,4,0,2,0,0,0
3801,0,1,0,1,0,4,0,0,10,7,1,11,4,3,12,0,1,0,0,1,4,0,2,0,0,0
3802,0,1,0,1,0,4,0,0,10,7,2,7,4,3,2,0,1,0,0,1,4,0,2,0,0,0
3804,0,1,0,1,0,4,0,0,10,7,0,4,4,3,2,0,1,0,0,1,4,0,2,0,0,0
3805,0,0,0,1,0,4,0,0,47,14,2,15,4,3,14,0,1,0,0,0,4,0,2,0,0,0
3808,0,0,0,1,0,4,0,0,47,14,3,10,4,3,2,0,1,0,0,0,4,0,2,0,0,0
3810,0,1,0,1,0,4,0,0,36,16,3,2,4,4,13,0,0,0,0,0,4,0,1,0,0,0
3812,0,1,0,1,0,4,0,0,36,16,1,2,4,4,2,0,0,0,0,0,4,0,1,0,0,0
3814,0,0,0,1,1,4,0,0,83,17,3,4,4,3,13,0,0,0,0,0,0,0,2,0,0,0
3819,0,1,0,1,0,8,1,0,100,7,0,15,4,3,2,0,0,0,0,0,4,0,1,0,0,0
3820,1,1,0,1,0,2,0,0,116,10,0,10,4,3,2,0,0,0,0,1,4,0,2,0,0,0
3821,1,1,0,1,0,2,0,0,116,10,2,10,4,3,2,0,0,0,0,1,4,0,2,0,0,0
3822,0,0,0,1,0,2,0,0,76,19,2,3,6,3,2,0,0,1,0,0,4,0,2,0,0,0
3824,1,1,0,1,0,2,0,0,23,15,2,8,4,3,2,0,1,0,6,0,4,1,1,0,1,6
3826,1,1,0,1,0,2,0,0,23,15,1,9,4,3,2,0,1,0,6,0,4,1,1,0,1,6
3828,0,1,0,1,0,3,0,0,95,13,3,3,4,3,13,0,0,1,0,0,4,0,1,0,0,0
3831,0,1,0,1,0,3,0,0,127,12,3,5,4,4,13,0,0,1,0,0,4,1,1,0,0,0
3833,0,1,0,1,0,3,0,0,127,12,0,2,4,4,2,0,0,1,0,0,4,1,1,0,0,0
3834,0,0,0,1,0,3,0,0,140,15,2,12,4,4,2,0,0,0,0,0,5,0,1,0,0,0
3835,0,0,0,1,0,3,1,0,115,13,0,12,4,4,2,0,0,0,0,0,4,0,1,0,0,0
3836,0,0,0,1,0,3,0,0,89,15,1,8,4,3,14,0,0,1,0,0,4,0,2,0,0,0
3838,0,1,0,1,0,3,0,0,53,17,3,3,4,4,2,0,0,0,3,0,5,1,1,0,0,6
3839,0,1,0,1,0,3,0,0,53,17,0,8,4,4,2,0,0,0,3,0,5,1,1,0,0,6
3841,1,1,0,1,0,3,0,0,8,9,0,15,4,3,13,0,1,0,5,0,4,0,2,0,0,0
3842,1,1,0,1,0,3,0,0,8,9,2,12,4,3,2,0,1,0,5,0,4,0,2,0,0,0
3843,0,0,1,1,0,3,0,0,26,22,3,6,0,4,2,0,0,0,0,0,4,0,1,0,0,0
3844,0,0,1,1,0,3,0,0,26,22,0,10,0,4,2,0,0,0,0,0,4,0,1,0,0,0
3846,0,0,0,1,0,3,0,0,85,3,0,3,0,4,2,0,0,0,8,0,4,0,1,0,0,0
3848,0,0,0,1,0,3,0,0,140,15,1,6,4,4,2,0,0,0,0,0,5,0,1,0,0,0
3849,0,0,0,1,0,3,0,0,77,17,3,8,4,4,13,0,0,0,0,0,5,0,1,1,0,0
3851,0,0,0,1,0,3,0,0,77,17,3,10,4,4,2,0,0,0,0,0,5,0,1,1,0,0
3853,0,1,0,1,0,3,0,0,7,21,3,15,0,3,13,0,1,0,0,0,4,1,2,0,0,0
3855,0,1,0,1,0,3,0,0,7,21,0,1,0,3,11,0,1,0,0,0,4,1,2,0,0,0
3856,0,1,0,1,0,3,0,0,111,10,1,2,4,3,2,0,0,0,0,0,4,0,1,0,0,0
3857,0,1,0,1,0,3,0,0,111,10,1,3,4,3,12,0,0,0,0,0,4,0,1,0,0,0
3858,0,1,0,1,0,3,0,0,124,14,0,4,4,3,2,0,0,0,0,1,4,0,2,0,0,0
3859,0,1,0,1,0,3,0,0,124,14,2,1,4,3,2,0,0,0,0,1,4,0,2,0,0,0
3860,0,1,0,1,0,3,0,0,70,0,3,5,0,3,2,0,1,0,0,1,4,1,2,0,0,0
3862,0,1,0,1,0,3,0,0,70,0,1,6,0,3,2,0,1,0,0,1,4,1,2,0,0,0
3864,0,1,0,1,0,3,0,0,76,22,0,5,0,3,12,0,0,0,0,0,4,0,2,0,0,0
3865,0,1,0,1,0,3,0,0,76,22,0,4,0,3,2,0,0,0,0,0,4,0,2,0,0,0
3867,1,0,0,1,0,3,0,0,98,14,2,2,4,4,2,0,0,1,0,0,4,0,1,0,0,0
3871,0,0,0,1,1,3,0,0,82,13,0,8,4,3,14,0,0,0,0,0,4,0,2,0,0,0
3873,0,0,0,1,0,3,0,0,32,13,1,15,4,3,13,0,0,0,0,0,5,0,2,0,0,0
3874,0,0,0,1,0,3,0,0,32,13,0,9,4,3,2,0,0,0,0,0,5,0,2,0,0,0
3875,0,0,0,1,0,3,0,0,131,0,2,7,4,3,12,0,0,0,0,0,5,0,2,0,0,0
3877,0,0,0,1,0,3,0,0,131,0,2,7,4,3,12,0,0,0,0,0,5,0,2,0,0,0
3879,0,0,0,1,0,3,0,0,131,0,0,9,4,3,2,0,0,0,0,0,5,0,2,0,0,0
3880,0,0,0,1,0,3,0,0,131,0,1,1,4,3,2,0,0,0,0,0,5,0,2,0,0,0
3882,0,0,0,1,0,3,0,0,40,21,3,2,0,3,2,0,0,1,0,0,4,0,2,0,0,0
3885,0,1,0,1,0,3,0,0,119,13,0,6,4,3,2,0,0,1,0,0,4,0,2,0,0,0
3887,1,1,0,1,0,5,0,0,43,20,0,3,0,4,2,0,1,0,0,0,4,1,1,0,0,0
3889,1,1,0,1,0,5,0,0,43,20,0,9,0,4,2,0,1,0,0,0,4,1,1,0,0,0
3891,1,1,0,1,0,5,0,0,43,20,0,3,0,4,2,0,1,0,0,0,4,1,1,0,0,0
3892,1,1,0,1,0,5,0,0,43,20,0,4,0,4,2,0,1,0,0,0,4,1,1,0,0,0
3898,1,1,0,1,0,5,0,0,43,20,3,2,0,4,2,0,1,0,0,0,4,1,1,0,0,0
3900,1,1,0,1,0,5,0,0,43,20,0,4,0,4,2,0,1,0,0,0,4,1,1,0,0,0
3902,0,1,0,1,0,5,0,0,36,8,2,11,4,3,13,0,0,1,0,0,0,0,2,0,0,0
3904,0,1,0,1,0,5,1,0,11,9,0,5,4,3,13,0,0,0,0,1,5,0,2,0,0,0
3905,0,1,0,1,0,5,1,0,11,9,3,14,4,3,2,0,0,0,0,1,5,0,2,0,0,0
3908,0,1,0,1,0,5,0,0,95,14,3,5,4,3,13,0,0,1,0,0,4,0,2,0,0,0
3910,0,1,0,1,0,5,0,0,37,14,3,16,5,3,13,0,1,0,0,0,4,0,2,0,0,0
3913,0,1,0,1,0,5,0,0,37,14,0,3,5,3,2,0,1,0,0,0,4,0,2,0,0,0
3915,0,0,0,1,1,5,0,0,39,19,3,10,4,3,2,0,0,0,0,0,0,0,2,0,0,0
3917,0,0,0,1,0,5,0,0,36,5,3,3,0,3,2,0,0,0,0,0,4,0,1,0,0,0
3920,0,0,0,1,0,5,0,0,133,8,3,6,4,4,2,0,1,0,0,0,0,0,1,0,0,0
3921,0,0,0,1,0,5,0,0,133,8,0,5,4,4,2,0,1,0,0,0,0,0,1,0,0,0
3922,0,1,0,1,0,5,0,0,94,18,0,8,4,3,12,0,0,0,0,0,4,0,2,0,0,0
3923,0,1,0,1,0,5,0,0,94,18,0,6,4,3,12,0,0,0,0,0,4,0,2,0,0,0
3925,0,1,0,1,0,5,0,0,94,18,0,6,4,3,2,0,0,0,0,0,4,0,2,0,0,0
3926,1,0,0,1,1,5,0,0,103,13,0,9,4,4,2,0,0,0,0,0,4,0,1,0,0,0
3928,1,0,0,1,1,5,0,0,103,13,0,6,4,4,7,0,0,0,0,0,4,0,1,0,0,0
3931,0,0,0,1,0,5,0,0,4,12,1,5,4,3,2,0,0,1,0,0,4,0,2,0,0,0
3935,0,1,0,1,0,5,0,0,11,21,1,2,0,4,2,1,1,0,0,0,5,0,1,0,0,0
3936,0,1,0,1,0,5,0,0,11,21,3,2,0,4,13,1,1,0,0,0,5,0,1,0,0,0
3937,1,1,0,0,0,5,0,0,98,0,1,3,0,4,2,1,0,0,0,0,4,1,1,0,0,0
3939,0,0,0,0,0,5,0,0,77,2,2,2,0,4,13,1,1,0,0,0,4,0,1,0,0,0
3940,0,1,0,1,1,5,0,0,94,12,2,3,4,3,14,0,0,0,0,0,5,0,2,0,0,0
3942,0,1,0,1,1,5,0,0,17,12,3,2,4,4,12,0,0,0,0,0,4,0,1,0,0,0
3944,0,0,0,1,0,5,1,0,104,11,2,7,4,4,2,0,0,0,0,0,4,0,1,0,0,0
3946,0,0,0,1,0,5,1,0,104,11,1,7,4,4,2,0,0,0,0,0,4,0,1,0,0,0
3947,0,0,0,1,0,5,0,0,104,11,2,8,4,4,2,0,0,0,0,0,4,0,1,0,0,0
3948,0,0,0,1,0,5,0,0,104,11,1,7,4,4,5,0,0,0,0,0,4,0,1,0,0,0
3953,0,0,0,1,0,8,0,0,51,18,0,4,4,3,2,0,1,1,8,0,4,0,1,0,0,0
3955,0,0,0,1,0,8,0,0,95,19,3,5,4,4,12,0,0,0,8,0,4,0,1,0,0,5
3956,0,0,0,1,0,8,0,0,95,19,3,10,4,4,12,0,0,0,8,0,4,0,1,0,0,5
3957,0,0,0,1,0,8,0,0,95,19,3,6,4,4,2,0,0,0,8,0,4,0,1,0,0,5
3959,0,0,0,1,0,8,0,0,95,19,3,1,4,4,12,0,0,0,8,0,4,0,1,0,0,5
3960,0,0,0,1,0,8,0,0,95,19,3,4,4,4,12,0,0,0,8,0,4,0,1,0,0,5
3961,0,0,0,1,0,8,0,0,95,19,3,8,4,4,2,0,0,0,8,0,4,0,1,0,0,5
3962,0,0,0,1,0,8,0,0,95,19,3,4,4,4,12,0,0,0,8,0,4,0,1,0,0,5
3963,1,0,0,1,0,8,0,0,117,21,1,11,0,4,2,0,0,1,0,0,4,0,1,0,0,0
3965,0,1,0,1,0,8,0,0,111,2,2,14,0,3,2,0,0,0,0,0,4,1,2,0,0,0
3966,0,0,0,1,0,8,1,0,116,7,2,11,4,4,2,0,0,0,0,0,4,0,1,0,0,0
3968,0,0,0,1,0,8,1,0,116,7,1,8,4,4,2,0,0,0,0,0,4,0,1,0,0,0
3969,0,1,0,0,0,8,0,0,95,12,1,9,4,3,2,0,0,1,0,0,4,0,2,0,1,0
3971,0,1,0,1,0,8,0,0,13,19,0,8,4,3,13,0,0,0,0,1,4,0,2,0,0,0
3972,0,1,0,1,0,8,0,0,13,19,3,8,4,3,2,0,0,0,0,1,4,0,2,0,0,0
3973,0,1,0,1,0,8,0,0,13,19,2,10,4,3,12,0,0,0,0,1,4,0,2,0,0,0
3974,0,1,0,1,0,8,0,0,10,17,0,3,4,4,12,0,0,0,0,0,4,0,1,0,1,0
3976,0,1,0,1,0,8,0,0,10,17,0,3,4,4,2,0,0,0,0,0,4,0,1,0,1,0
3977,0,1,0,1,0,8,0,0,10,17,0,4,4,4,12,0,0,0,0,0,4,0,1,0,1,0
3978,0,1,0,1,0,8,0,0,10,17,0,10,4,4,12,0,0,0,0,0,4,0,1,0,1,0
3979,0,1,0,1,0,8,0,0,10,17,0,6,4,4,12,0,0,0,0,0,4,0,1,0,1,0
3980,0,1,0,1,0,8,0,0,12,13,3,1,4,3,13,0,0,0,0,0,4,0,2,0,0,0
3982,0,1,0,1,0,8,0,0,12,13,1,6,4,3,12,0,0,0,0,0,4,0,2,0,0,0
3983,0,1,0,1,0,8,0,0,12,13,0,3,4,3,2,0,0,0,0,0,4,0,2,0,0,0
3985,0,1,1,1,0,8,0,0,14,2,2,3,0,4,2,0,0,0,0,0,0,1,1,0,0,0
3986,0,0,0,1,1,8,0,0,55,14,1,3,4,3,13,0,0,0,0,0,4,0,2,0,0,0
3990,0,1,1,1,0,8,0,0,70,2,2,4,0,3,2,0,1,0,0,1,4,0,2,0,0,0
3993,0,1,1,1,0,8,0,0,70,2,3,3,0,3,2,0,1,0,0,1,4,0,2,0,0,0
3994,0,0,0,1,1,8,0,0,94,7,3,4,4,4,7,0,0,0,0,0,4,0,1,0,0,0
3997,1,0,0,1,0,8,0,0,26,11,0,11,4,4,10,0,0,1,0,0,0,0,1,0,0,0
3999,0,1,0,1,0,8,0,0,108,7,0,8,4,3,2,1,0,0,0,0,4,0,2,0,0,0
4000,0,1,0,1,0,8,0,0,108,7,1,9,4,3,13,1,0,0,0,0,4,0,2,0,0,0
4001,0,0,0,0,0,8,0,0,119,13,2,7,4,3,2,1,0,1,0,0,4,0,2,0,0,0
4004,0,0,0,1,0,8,0,0,19,14,0,8,4,3,2,0,0,0,0,0,4,0,2,0,1,0
